kind,alpha,frequency_MHz,area_m2,dipoles_per_tile,before_n,after_n,before_rate_as_printed,after_rate_per_year,ratio_after_removing_normalization
dish,-1.0,1600.0,23.1,,337,336,5.08246503345372,2454.10796780168,0.9970326409495549
dish,-1.0,1600.0,23.200000000000003,,337,336,5.08246503345372,2454.10796780168,0.9970326409495549
dish,-1.0,1600.0,23.300000000000004,,337,336,5.08246503345372,2454.10796780168,0.9970326409495549
dish,-1.0,1600.0,23.400000000000002,,336,335,5.067383534838131,2446.804075040365,0.9970238095238093
dish,-1.0,1600.0,23.500000000000004,,336,335,5.067383534838131,2446.804075040365,0.9970238095238093
dish,-1.0,1600.0,23.6,,335,334,5.0523020362225415,2439.500182279051,0.9970149253731342
dish,-1.0,1600.0,23.700000000000003,,335,334,5.0523020362225415,2439.500182279051,0.9970149253731342
dish,-1.0,1600.0,23.800000000000004,,334,333,5.037220537606951,2432.1962895177367,0.997005988023952
dish,-1.0,1600.0,23.900000000000002,,334,333,5.037220537606951,2432.1962895177367,0.997005988023952
dish,-1.0,1600.0,24.000000000000004,,334,333,5.037220537606951,2432.1962895177367,0.997005988023952
dish,-1.0,1600.0,24.1,,333,332,5.022139038991361,2424.892396756422,0.996996996996997
dish,-1.0,1600.0,24.200000000000003,,333,332,5.022139038991361,2424.892396756422,0.996996996996997
dish,-1.0,1600.0,24.300000000000004,,332,331,5.007057540375772,2417.588503995107,0.9969879518072287
dish,-1.0,1600.0,24.400000000000002,,332,331,5.007057540375772,2417.588503995107,0.9969879518072287
dish,-1.0,1600.0,24.500000000000004,,331,330,4.991976041760183,2410.284611233793,0.996978851963746
dish,-1.0,1600.0,24.6,,331,330,4.991976041760183,2410.284611233793,0.996978851963746
dish,-1.0,1600.0,24.700000000000003,,331,330,4.991976041760183,2410.284611233793,0.996978851963746
dish,-1.0,1600.0,24.800000000000004,,330,329,4.976894543144593,2402.9807184724787,0.996969696969697
dish,-1.0,1600.0,24.900000000000002,,330,329,4.976894543144593,2402.9807184724787,0.996969696969697
dish,-1.0,1600.0,25.000000000000004,,329,328,4.961813044529003,2395.676825711164,0.9969604863221884
dish,-1.0,1600.0,25.1,,329,328,4.961813044529003,2395.676825711164,0.9969604863221884
dish,-1.0,1600.0,25.200000000000003,,329,328,4.961813044529003,2395.676825711164,0.9969604863221884
dish,-1.0,1600.0,25.300000000000004,,328,327,4.946731545913413,2388.372932949849,0.9969512195121951
dish,-1.0,1600.0,25.400000000000002,,328,327,4.946731545913413,2388.372932949849,0.9969512195121951
dish,-1.0,1600.0,25.500000000000004,,327,326,4.931650047297824,2381.069040188535,0.9969418960244647
dish,-1.0,1600.0,25.6,,327,326,4.931650047297824,2381.069040188535,0.9969418960244647
dish,-1.0,1600.0,25.700000000000003,,326,326,4.916568548682235,2381.069040188535,0.9999999999999999
dish,-1.0,1600.0,25.800000000000004,,326,325,4.916568548682235,2373.7651474272207,0.9969325153374232
dish,-1.0,1600.0,25.900000000000002,,326,325,4.916568548682235,2373.7651474272207,0.9969325153374232
dish,-1.0,1600.0,26.000000000000004,,325,324,4.9014870500666445,2366.461254665906,0.9969230769230768
dish,-1.0,1600.0,26.1,,325,324,4.9014870500666445,2366.461254665906,0.9969230769230768
dish,-1.0,1600.0,26.200000000000003,,324,323,4.8864055514510545,2359.1573619045907,0.9969135802469133
dish,-1.0,1600.0,26.300000000000004,,324,323,4.8864055514510545,2359.1573619045907,0.9969135802469133
dish,-1.0,1600.0,26.400000000000002,,324,323,4.8864055514510545,2359.1573619045907,0.9969135802469133
dish,-1.0,1600.0,26.500000000000004,,323,322,4.871324052835464,2351.8534691432765,0.9969040247678018
dish,-1.0,1600.0,26.6,,323,322,4.871324052835464,2351.8534691432765,0.9969040247678018
dish,-1.0,1600.0,26.700000000000003,,322,321,4.856242554219875,2344.549576381962,0.9968944099378881
dish,-1.0,1600.0,26.800000000000004,,322,321,4.856242554219875,2344.549576381962,0.9968944099378881
dish,-1.0,1600.0,26.900000000000002,,322,321,4.856242554219875,2344.549576381962,0.9968944099378881
dish,-1.0,1600.0,27.000000000000004,,321,320,4.841161055604285,2337.2456836206475,0.9968847352024921
dish,-1.0,1600.0,27.1,,321,320,4.841161055604285,2337.2456836206475,0.9968847352024921
dish,-1.0,1600.0,27.200000000000003,,320,319,4.826079556988696,2329.9417908593327,0.9968749999999997
dish,-1.0,1600.0,27.300000000000004,,320,319,4.826079556988696,2329.9417908593327,0.9968749999999997
dish,-1.0,1600.0,27.400000000000002,,320,319,4.826079556988696,2329.9417908593327,0.9968749999999997
dish,-1.0,1600.0,27.500000000000004,,319,318,4.810998058373106,2322.6378980980185,0.9968652037617554
dish,-1.0,1600.0,27.6,,319,318,4.810998058373106,2322.6378980980185,0.9968652037617554
dish,-1.0,1600.0,27.700000000000003,,318,317,4.795916559757517,2315.334005336704,0.9968553459119496
dish,-1.0,1600.0,27.800000000000004,,318,317,4.795916559757517,2315.334005336704,0.9968553459119496
dish,-1.0,1600.0,27.900000000000002,,318,317,4.795916559757517,2315.334005336704,0.9968553459119496
dish,-1.0,1600.0,28.000000000000004,,317,316,4.780835061141927,2308.0301125753895,0.9968454258675078
dish,-1.0,1600.0,28.1,,317,316,4.780835061141927,2308.0301125753895,0.9968454258675078
dish,-1.0,1600.0,28.200000000000003,,316,315,4.765753562526338,2300.7262198140747,0.9968354430379744
dish,-1.0,1600.0,28.300000000000004,,316,315,4.765753562526338,2300.7262198140747,0.9968354430379744
dish,-1.0,1600.0,28.400000000000002,,316,315,4.765753562526338,2300.7262198140747,0.9968354430379744
dish,-1.0,1600.0,28.500000000000004,,315,314,4.750672063910748,2293.4223270527605,0.9968253968253967
dish,-1.0,1600.0,28.6,,315,314,4.750672063910748,2293.4223270527605,0.9968253968253967
dish,-1.0,1600.0,28.700000000000003,,314,313,4.735590565295158,2286.118434291446,0.9968152866242037
dish,-1.0,1600.0,28.800000000000004,,314,313,4.735590565295158,2286.118434291446,0.9968152866242037
dish,-1.0,1600.0,28.900000000000002,,314,313,4.735590565295158,2286.118434291446,0.9968152866242037
dish,-1.0,1600.0,29.000000000000004,,313,312,4.720509066679568,2278.814541530132,0.9968051118210863
dish,-1.0,1600.0,29.1,,313,312,4.720509066679568,2278.814541530132,0.9968051118210863
dish,-1.0,1600.0,29.200000000000003,,312,312,4.705427568063978,2278.814541530132,1.0000000000000002
dish,-1.0,1600.0,29.300000000000004,,312,311,4.705427568063978,2271.5106487688167,0.9967948717948716
dish,-1.0,1600.0,29.400000000000002,,312,311,4.705427568063978,2271.5106487688167,0.9967948717948716
dish,-1.0,1600.0,29.500000000000004,,311,310,4.690346069448389,2264.2067560075025,0.9967845659163985
dish,-1.0,1600.0,29.6,,311,310,4.690346069448389,2264.2067560075025,0.9967845659163985
dish,-1.0,1600.0,29.700000000000003,,311,310,4.690346069448389,2264.2067560075025,0.9967845659163985
dish,-1.0,1600.0,29.800000000000004,,310,309,4.6752645708328,2256.902863246188,0.9967741935483869
dish,-1.0,1600.0,29.900000000000002,,310,309,4.6752645708328,2256.902863246188,0.9967741935483869
aperture,-1.0,400.0,0.17880166165675554,1,1562,1519,188.4584067004086,88756.9048354941,0.9724711907810498
aperture,-1.0,400.0,0.7152066466270222,4,1422,1328,171.56712825094814,77596.5566962055,0.9338959212376933
aperture,-1.0,400.0,1.6092149549108,9,1191,1096,143.69651880933841,64040.53173120574,0.9202350965575146
aperture,-1.0,400.0,2.8608265865080886,16,937,879,113.0509136224602,51360.97389756373,0.9381003201707576
aperture,-1.0,400.0,4.4700415414188885,25,714,700,86.14552009224823,40901.799463361334,0.980392156862745
aperture,-1.0,400.0,6.4368598196432,36,539,559,65.03142203042268,32663.00842859855,1.0371057513914657
aperture,-1.0,400.0,8.761281421181021,49,409,451,49.346663470209414,26352.4450828228,1.1026894865525672
aperture,-1.0,400.0,11.443306346032355,64,315,369,38.00537651128598,21561.091431400477,1.1714285714285715
aperture,-1.0,400.0,14.482934594197198,81,246,306,29.680389275480476,17879.929479697952,1.2439024390243902
aperture,-1.0,400.0,17.880166165675554,100,196,256,23.64778982924461,14958.372375172145,1.3061224489795917
aperture,-1.0,400.0,21.63500106046742,121,158,217,19.06301425010535,12679.557833642013,1.3734177215189871
aperture,-1.0,400.0,25.7474392785728,144,130,186,15.684758560213261,10868.192428836011,1.4307692307692308
aperture,-1.0,400.0,30.217480819991685,169,108,161,13.03041480386948,9407.413876573106,1.4907407407407403
aperture,-1.0,400.0,35.045125684724084,196,90,141,10.858679003224566,8238.791034762782,1.5666666666666664
aperture,-1.0,400.0,40.230373872769995,225,77,124,9.29020314720324,7245.461619224006,1.6103896103896098
aperture,-1.0,400.0,45.77322538412942,256,66,110,7.963031269031348,6427.4256299567805,1.6666666666666663
aperture,-1.0,400.0,51.67368021880235,289,57,98,6.877163368708892,5726.251924870586,1.7192982456140344
aperture,-1.0,400.0,57.93173837678879,324,50,88,6.032599446235871,5141.940503965425,1.7599999999999996
aperture,-1.0,400.0,64.54739985808875,361,43,79,5.188035523762848,4616.060225150779,1.837209302325581
aperture,-1.0,400.0,71.52066466270222,400,38,71,4.5847755791392615,4148.61108842665,1.868421052631579
aperture,-1.0,400.0,78.8515327906292,441,34,65,4.102167623440391,3798.024235883552,1.9117647058823526
aperture,-1.0,400.0,86.54000424186968,484,30,59,3.6195596677415223,3447.437383340455,1.9666666666666661
aperture,-1.0,400.0,94.58607901642368,529,27,54,3.25760370096737,3155.2816728878743,1.9999999999999998
aperture,-1.0,400.0,102.9897571142912,576,25,50,3.0162997231179354,2921.5571045258093,1.9999999999999993
aperture,-1.0,400.0,111.75103853547222,625,22,46,2.6543437563437826,2687.832536163745,2.090909090909091
aperture,-1.0,400.0,120.86992327996674,676,20,43,2.413039778494348,2512.5391098921964,2.15
aperture,-1.0,400.0,130.3464113477748,729,19,40,2.2923877895696307,2337.2456836206475,2.1052631578947363
aperture,-1.0,400.0,140.18050273889634,784,17,37,2.0510838117201957,2161.9522573490995,2.1764705882352944
aperture,-1.0,400.0,150.3721974533314,841,16,34,1.9304318227954784,1986.6588310775505,2.1249999999999996
aperture,-1.0,400.0,160.92149549107998,900,14,32,1.6891278449460438,1869.796546896518,2.285714285714285
aperture,-1.0,400.0,171.82839685214208,961,13,30,1.568475856021326,1752.9342627154856,2.307692307692307
aperture,-1.0,400.0,183.09290153651767,1024,12,28,1.4478238670966088,1636.0719785344534,2.333333333333333
aperture,-1.0,400.0,194.7150095442068,1089,11,27,1.3271718781718913,1577.6408364439371,2.4545454545454546
aperture,-1.0,400.0,206.6947208752094,1156,11,25,1.3271718781718913,1460.7785522629047,2.2727272727272725
aperture,-1.0,400.0,219.03203552952553,1225,10,24,1.206519889247174,1402.3474101723887,2.4
aperture,-1.0,400.0,231.72695350715517,1296,9,22,1.0858679003224567,1285.4851259913562,2.4444444444444438
aperture,-1.0,400.0,244.77947480809834,1369,9,21,1.0858679003224567,1227.05398390084,2.333333333333333
aperture,-1.0,400.0,258.189599432355,1444,8,20,0.9652159113977392,1168.6228418103237,2.4999999999999996
aperture,-1.0,400.0,271.9573273799252,1521,8,19,0.9652159113977392,1110.1916997198077,2.375
aperture,-1.0,800.0,0.044700415414188885,1,827,814,35.277272646610975,16816.042119504233,0.9842805320435307
aperture,-1.0,800.0,0.17880166165675554,4,786,756,33.52833893619858,15617.847472168545,0.9618320610687019
aperture,-1.0,800.0,0.4023037387277,9,710,675,30.286413033970724,13944.50667157906,0.9507042253521125
aperture,-1.0,800.0,0.7152066466270222,16,613,587,26.148691816653596,12126.556172173197,0.9575856443719412
aperture,-1.0,800.0,1.1175103853547221,25,510,502,21.755029080739536,10370.581257974354,0.9843137254901959
aperture,-1.0,800.0,1.6092149549108,36,415,426,17.70262170295472,8800.533099396562,1.0265060240963853
aperture,-1.0,800.0,2.1903203552952553,49,334,361,14.247411201896087,7457.728753244505,1.0808383233532934
aperture,-1.0,800.0,2.8608265865080886,64,269,307,11.474711417095952,6342.16821951818,1.1412639405204459
aperture,-1.0,800.0,3.6207336485492996,81,218,262,9.299208509021996,5412.5344414129095,1.2018348623853212
aperture,-1.0,800.0,4.4700415414188885,100,178,225,7.592931718375759,4648.168890526354,1.2640449438202246
aperture,-1.0,800.0,5.408750265116855,121,146,195,6.227910285858768,4028.4130384561727,1.3356164383561642
aperture,-1.0,800.0,6.4368598196432,144,122,170,5.204144211471025,3511.949828397689,1.3934426229508197
aperture,-1.0,800.0,7.554370204997921,169,102,149,4.351005816147906,3078.1207319485625,1.46078431372549
aperture,-1.0,800.0,8.761281421181021,196,86,131,3.6684950998894115,2706.2672207064547,1.5232558139534882
aperture,-1.0,800.0,10.057593468192499,225,74,116,3.1566120626955403,2396.389294671364,1.567567567567567
aperture,-1.0,800.0,11.443306346032355,256,64,104,2.7300428650339805,2148.4869538432927,1.6250000000000004
aperture,-1.0,800.0,12.918420054700588,289,55,93,2.346130587138577,1921.2431414175592,1.6909090909090907
aperture,-1.0,800.0,14.482934594197198,324,48,84,2.0475321487754856,1735.316385796505,1.7499999999999993
aperture,-1.0,800.0,16.136849964522188,361,43,76,1.8342475499447057,1570.0481585777904,1.767441860465116
aperture,-1.0,800.0,17.880166165675554,400,38,69,1.620962951113926,1425.438459761415,1.8157894736842104
aperture,-1.0,800.0,19.7128831976573,441,34,63,1.4503352720493021,1301.487289347379,1.852941176470588
aperture,-1.0,800.0,21.63500106046742,484,30,58,1.2797075929846784,1198.194647335682,1.933333333333333
aperture,-1.0,800.0,23.64651975410592,529,27,53,1.1517368336862106,1094.9020053239856,1.962962962962963
aperture,-1.0,800.0,25.7474392785728,576,24,49,1.0237660743877428,1012.267891714628,2.041666666666666
aperture,-1.0,800.0,27.937759633868055,625,22,45,0.938452234855431,929.6337781052707,2.0454545454545454
aperture,-1.0,800.0,30.217480819991685,676,20,42,0.853138395323119,867.6581928982525,2.0999999999999996
aperture,-1.0,800.0,32.5866028369437,729,18,39,0.7678245557908071,805.6826076912345,2.166666666666666
aperture,-1.0,800.0,35.045125684724084,784,17,36,0.7251676360246511,743.7070224842165,2.1176470588235294
aperture,-1.0,800.0,37.59304936333285,841,16,34,0.6825107162584951,702.3899656795378,2.1249999999999996
aperture,-1.0,800.0,40.230373872769995,900,14,32,0.5971968767261834,661.0729088748591,2.2857142857142847
aperture,-1.0,800.0,42.95709921303552,961,13,30,0.5545399569600273,619.7558520701804,2.307692307692307
aperture,-1.0,800.0,45.77322538412942,1024,12,28,0.5118830371938714,578.4387952655018,2.333333333333333
aperture,-1.0,800.0,48.6787523860517,1089,11,26,0.4692261174277155,537.1217384608232,2.3636363636363638
aperture,-1.0,800.0,51.67368021880235,1156,11,25,0.4692261174277155,516.4632100584837,2.2727272727272725
aperture,-1.0,800.0,54.75800888238138,1225,10,23,0.4265691976615595,475.14615325380504,2.3000000000000003
aperture,-1.0,800.0,57.93173837678879,1296,9,22,0.38391227789540355,454.4876248514657,2.4444444444444438
aperture,-1.0,800.0,61.194868702024586,1369,9,21,0.38391227789540355,433.82909644912627,2.333333333333333
aperture,-1.0,800.0,64.54739985808875,1444,8,20,0.34125535812924757,413.17056804678697,2.5
aperture,-1.0,800.0,67.9893318449813,1521,8,19,0.34125535812924757,392.5120396444476,2.3749999999999996
aperture,-1.0,1600.0,0.011175103853547221,1,436,432,6.575533396397097,3155.2816728878743,0.9908256880733944
aperture,-1.0,1600.0,0.044700415414188885,4,425,415,6.409636911625612,3031.1154959455275,0.9764705882352941
aperture,-1.0,1600.0,0.100575934681925,9,402,390,6.06276244346705,2848.5181769126643,0.9701492537313431
aperture,-1.0,1600.0,0.17880166165675554,16,369,359,5.565072989152591,2622.097501311914,0.9728997289972898
aperture,-1.0,1600.0,0.27937759633868053,25,329,326,4.961813044529003,2381.069040188535,0.9908814589665653
aperture,-1.0,1600.0,0.4023037387277,36,287,292,4.328390102674237,2132.736686303841,1.0174216027874563
aperture,-1.0,1600.0,0.5475800888238138,49,247,261,3.7251301580506495,1906.3160107030906,1.0566801619433197
aperture,-1.0,1600.0,0.7152066466270222,64,210,231,3.167114709273832,1687.199227863655,1.0999999999999999
aperture,-1.0,1600.0,0.9051834121373249,81,178,205,2.684506753574962,1497.2980160694774,1.151685393258427
aperture,-1.0,1600.0,1.1175103853547221,100,150,182,2.262224792338451,1329.3084825592434,1.2133333333333334
aperture,-1.0,1600.0,1.3521875662792138,121,127,162,1.9153503241798888,1183.230627332953,1.2755905511811023
aperture,-1.0,1600.0,1.6092149549108,144,108,144,1.628801850483685,1051.7605576292915,1.3333333333333333
aperture,-1.0,1600.0,1.8885925512494803,169,93,129,1.4025793712498398,942.2021662095735,1.387096774193548
aperture,-1.0,1600.0,2.1903203552952553,196,80,116,1.206519889247174,847.2515603124847,1.4499999999999995
aperture,-1.0,1600.0,2.5143983670481247,225,69,104,1.0406234044756875,759.6048471767105,1.507246376811594
aperture,-1.0,1600.0,2.8608265865080886,256,60,94,0.9048899169353806,686.5659195635653,1.5666666666666667
aperture,-1.0,1600.0,3.229605013675147,289,53,85,0.7993194266262527,620.8308847117346,1.6037735849056607
aperture,-1.0,1600.0,3.6207336485492996,324,46,77,0.693748936317125,562.3997426212184,1.673913043478261
aperture,-1.0,1600.0,4.034212491130547,361,41,71,0.6183414432391766,518.5763860533312,1.731707317073171
aperture,-1.0,1600.0,4.4700415414188885,400,36,65,0.5429339501612284,474.753029485444,1.805555555555555
aperture,-1.0,1600.0,4.928220799414325,441,33,59,0.49768945431445927,430.9296729175569,1.7878787878787876
aperture,-1.0,1600.0,5.408750265116855,484,29,55,0.43736345985210057,401.7141018722988,1.8965517241379306
aperture,-1.0,1600.0,5.91162993852648,529,26,50,0.3921189640053315,365.19463806572617,1.9230769230769227
aperture,-1.0,1600.0,6.4368598196432,576,24,47,0.3619559667741522,343.28295978178267,1.9583333333333333
aperture,-1.0,1600.0,6.984439908467014,625,22,43,0.3317929695429728,314.06738873652455,1.9545454545454548
aperture,-1.0,1600.0,7.554370204997921,676,20,40,0.3016299723117935,292.15571045258093,1.9999999999999996
aperture,-1.0,1600.0,8.146650709235924,729,18,38,0.2714669750806142,277.54792492995193,2.1111111111111107
aperture,-1.0,1600.0,8.761281421181021,784,17,35,0.25638547646502446,255.63624664600837,2.058823529411765
aperture,-1.0,1600.0,9.398262340833213,841,15,33,0.22622247923384514,241.02846112337932,2.1999999999999997
aperture,-1.0,1600.0,10.057593468192499,900,14,31,0.21114098061825548,226.4206756007502,2.2142857142857135
aperture,-1.0,1600.0,10.73927480325888,961,13,29,0.19605948200266576,211.81289007812117,2.2307692307692304
aperture,-1.0,1600.0,11.443306346032355,1024,12,27,0.1809779833870761,197.20510455549214,2.25
aperture,-1.0,1600.0,12.169688096512925,1089,11,26,0.1658964847714864,189.9012117941776,2.3636363636363633
aperture,-1.0,1600.0,12.918420054700588,1156,11,24,0.1658964847714864,175.29342627154858,2.1818181818181817
aperture,-1.0,1600.0,13.689502220595346,1225,10,23,0.15081498615589675,167.98953351023405,2.2999999999999994
aperture,-1.0,1600.0,14.482934594197198,1296,9,22,0.1357334875403071,160.68564074891952,2.4444444444444438
aperture,-1.0,1600.0,15.298717175506146,1369,9,21,0.1357334875403071,153.381747987605,2.333333333333333
aperture,-1.0,1600.0,16.136849964522188,1444,8,19,0.1206519889247174,138.77396246497597,2.375
aperture,-1.0,1600.0,16.997332961245323,1521,8,18,0.1206519889247174,131.47006970366144,2.25
dish,-1.5,400.0,0.1,,1594,1593,96.75066609268012,53903.240412511106,0.9990591187464354
dish,-1.5,400.0,0.2,,1592,1591,136.5686703248914,76087.17808815946,0.9990579369204957
dish,-1.5,400.0,0.30000000000000004,,1589,1588,166.78921368538673,92923.93332698752,0.9990561586043054
dish,-1.5,400.0,0.4,,1585,1584,191.86483458315624,106894.15821400387,0.9990537770460213
dish,-1.5,400.0,0.5,,1582,1581,213.90267166188832,119171.9421462224,0.9990519829751564
dish,-1.5,400.0,0.6,,1578,1577,233.43050606876423,130051.20340727939,0.9990495802710332
dish,-1.5,400.0,0.7000000000000001,,1574,1574,251.17568776458845,140070.7074331726,0.9999999999999996
dish,-1.5,400.0,0.8,,1570,1570,267.495179574985,149171.4400047682,0.9999999999999998
dish,-1.5,400.0,0.9,,1566,1566,282.6378881170499,157615.92727508594,0.9999999999999996
dish,-1.5,400.0,1.0,,1562,1562,296.7857415787221,165505.62337057194,0.9999999999999996
dish,-1.5,400.0,1.1,,1558,1557,310.0766123581143,172750.96078906435,0.9990373817194802
dish,-1.5,400.0,1.2000000000000002,,1554,1553,322.6180284027967,179737.632408441,0.9990349043363114
dish,-1.5,400.0,1.3000000000000003,,1550,1549,334.49583268187325,186354.5551287556,0.9990324141687125
dish,-1.5,400.0,1.4000000000000001,,1545,1544,345.444459513657,192453.65873411455,0.9990292833298615
dish,-1.5,400.0,1.5000000000000002,,1541,1540,356.1812680113328,198434.83793691022,0.999026764032966
dish,-1.5,400.0,1.6,,1536,1535,366.07350963110343,203945.33278034913,0.9990235964629698
dish,-1.5,400.0,1.7000000000000002,,1532,1531,375.86691265151484,209400.85797460293,0.9990210475226522
dish,-1.5,400.0,1.8000000000000003,,1527,1526,384.8719818494804,214417.02354941162,0.9990178425713021
dish,-1.5,400.0,1.9000000000000001,,1523,1522,393.8656835438918,219426.96143804875,0.9990152634612659
dish,-1.5,400.0,2.0,,1518,1517,402.10932374030284,224018.85804517346,0.9990120204629135
dish,-1.5,400.0,2.1,,1513,1512,410.00535356309183,228417.06357967985,0.9990087560338788
dish,-1.5,400.0,2.2,,1509,1508,417.99076641761013,232865.18471716394,0.9990061289174288
dish,-1.5,400.0,2.3000000000000003,,1504,1503,425.26257099811926,236915.56759961834,0.9990028253741642
dish,-1.5,400.0,2.4000000000000004,,1499,1498,432.24458191173443,240804.47364042193,0.9989994997962636
dish,-1.5,400.0,2.5000000000000004,,1494,1494,438.9523603023186,244786.3015095321,0.9999999999999998
dish,-1.5,400.0,2.6,,1490,1489,445.8487615993639,248381.8918506508,0.9989934575208126
dish,-1.5,400.0,2.7,,1485,1484,452.056845993689,251839.55514453596,0.9989900690596638
dish,-1.5,400.0,2.8000000000000003,,1480,1479,458.02910620673725,255165.81260931477,0.9989866577073777
dish,-1.5,400.0,2.9000000000000004,,1475,1474,463.7762637280724,258366.6381717009,0.9989832232312017
dish,-1.5,400.0,3.0000000000000004,,1470,1469,469.3081730384631,261447.52268699097,0.9989797653952184
dish,-1.5,400.0,3.1,,1465,1465,474.6339199046974,264684.49046366516,0.9999999999999998
dish,-1.5,400.0,3.2,,1461,1460,480.25489613387697,267544.16450636287,0.9989734816583153
dish,-1.5,400.0,3.3000000000000003,,1456,1455,485.1996964289449,270297.8989858771,0.9989699571321663
dish,-1.5,400.0,3.4000000000000004,,1451,1450,489.96162375692825,272949.731803712,0.9989664083198804
dish,-1.5,400.0,3.5000000000000004,,1446,1445,494.54743041228124,275503.42536372406,0.9989628349695702
dish,-1.5,400.0,3.6,,1441,1440,498.96342215348756,277962.4932707785,0.9989592368258526
dish,-1.5,400.0,3.7,,1436,1435,503.2155002519421,280330.22375901823,0.9989556136297897
dish,-1.5,400.0,3.8000000000000003,,1431,1431,507.3091985307195,282906.19589007786,0.9999999999999996
dish,-1.5,400.0,3.9000000000000004,,1427,1426,511.7875905840598,285103.66607340536,0.9989490279045328
dish,-1.5,400.0,4.0,,1422,1421,515.585717601678,287218.4423479731,0.998945333153303
dish,-1.5,400.0,4.1,,1417,1416,519.2400604411993,289253.0975578674,0.9989416123322147
dish,-1.5,400.0,4.2,,1412,1411,522.75497945403,291210.0613701808,0.9989378651643716
dish,-1.5,400.0,4.3,,1407,1406,526.1345986949314,293091.6317918102,0.9989340913689407
dish,-1.5,400.0,4.3999999999999995,,1402,1401,529.38282447677,294899.98550765234,0.9989302906610846
dish,-1.5,400.0,4.5,,1397,1396,532.5033620701549,296637.187185191,0.9989264627518882
dish,-1.5,400.0,4.6,,1392,1392,535.499730771074,298626.9363366013,0.9999999999999996
dish,-1.5,400.0,4.7,,1388,1387,538.9576196035657,300230.5145816015,0.9989195030297986
dish,-1.5,400.0,4.8,,1383,1382,541.7206325688327,301768.4924647567,0.9989155973842079
dish,-1.5,400.0,4.9,,1378,1377,544.3689609271081,303242.56426089996,0.9989116634009065
dish,-1.5,400.0,5.0,,1373,1372,546.9055065194217,304654.34697878227,0.9989077007703627
dish,-1.5,400.0,5.1,,1368,1367,549.3330418430893,306005.3855583563,0.9989037091785179
dish,-1.5,400.0,5.2,,1364,1363,552.2614328726245,307635.6527268024,0.9989004948389207
dish,-1.5,400.0,5.3,,1359,1358,554.4834754543058,308872.1845735243,0.9988964503105515
dish,-1.5,400.0,5.4,,1354,1353,556.6040531417226,310052.1768549751,0.9988923759167386
dish,-1.5,400.0,5.5,,1349,1348,558.6255012064345,311176.930893822,0.9988882713254593
dish,-1.5,400.0,5.6,,1344,1344,560.5500616226271,312596.5111590685,0.9999999999999996
dish,-1.5,400.0,5.7,,1340,1339,563.0100061386306,313616.9330354703,0.9988808058847485
dish,-1.5,400.0,5.8,,1335,1334,564.7514873933168,314585.6811733856,0.9988766149318011
dish,-1.5,400.0,5.9,,1330,1329,566.402231018234,315503.8675030897,0.9988723924738567
dish,-1.5,400.0,6.0,,1325,1325,567.9641589450337,316731.05883830565,0.9999999999999996
dish,-1.5,400.0,6.1,,1321,1320,570.0863362192632,317553.58815160865,0.9988647115152742
dish,-1.5,400.0,6.2,,1316,1315,571.4801719545278,318328.61816432193,0.9988603989289556
dish,-1.5,400.0,6.3,,1311,1311,572.7904920197469,319422.5131510208,0.9999999999999996
dish,-1.5,400.0,6.4,,1307,1306,574.6783768263712,320107.5831537994,0.9988525531394034
dish,-1.5,400.0,6.5,,1302,1301,575.8304712568488,320747.9085353249,0.9988481475079203
dish,-1.5,400.0,6.6,,1297,1297,576.9038270316361,321716.35675568116,0.9999999999999998
dish,-1.5,400.0,6.7,,1293,1292,578.5710203013789,322271.85721964476,0.9988401315240498
dish,-1.5,400.0,6.8,,1288,1287,579.4950611421901,322785.1056413999,0.9988356298033804
dish,-1.5,400.0,6.9,,1284,1283,581.0233272472537,323635.19155305275,0.9988320031884698
dish,-1.5,400.0,7.0,,1279,1278,581.8034936448202,324068.270055598,0.9988274380266052
dish,-1.5,400.0,7.1,,1275,1274,583.1978840112466,324843.75826394756,0.9988237601224351
dish,-1.5,400.0,7.2,,1270,1269,583.8392897816441,325199.51662934944,0.9988191301687808
dish,-1.5,400.0,7.3,,1265,1265,584.4114368081609,325903.0526174066,0.9999999999999998
dish,-1.5,400.0,7.4,,1261,1260,585.612013966175,326184.17529541964,0.9988107037449213
dish,-1.5,400.0,7.5,,1256,1256,586.052575508458,326818.2505045604,0.9999999999999998
dish,-1.5,400.0,7.6,,1252,1251,587.1306838824117,327027.27135432494,0.9988021561986028
dish,-1.5,400.0,7.7,,1248,1247,588.1508495563907,327594.2368070911,0.9987983177250873
dish,-1.5,400.0,7.8,,1243,1242,588.4038183891156,327733.55216571956,0.998793484899376
dish,-1.5,400.0,7.9,,1239,1238,589.3075338792684,328235.6305571938,0.9987895905602612
dish,-1.5,400.0,8.0,,1234,1233,589.4394800834211,328307.51086412236,0.9987846871400692
dish,-1.5,400.0,8.1,,1230,1229,590.2305229331877,328746.8073291808,0.9987807357068068
dish,-1.5,400.0,8.2,,1225,1225,590.2453132415168,329156.3738539099,0.9999999999999996
dish,-1.5,400.0,8.3,,1221,1220,590.9272672679366,329131.91923012055,0.9987717503417217
dish,-1.5,400.0,8.4,,1217,1216,591.5575457079512,329481.6373058701,0.998767714196359
dish,-1.5,400.0,8.5,,1212,1212,591.4048485006965,329803.0006253642,0.9999999999999998
dish,-1.5,400.0,8.6,,1208,1207,591.9310410632671,329686.63420282333,0.9987585351600219
